battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1999,0,1.4,1,7,1,10,0.1,111,5,5,1476,1940,2094,9,10,8,1,1,1,2
1201,1,2.3,1,19,1,21,0.9,176,6,13,1000,1898,2346,16,16,9,1,0,1,2
1133,1,2.1,0,10,1,29,0.9,115,1,17,1427,1849,2707,18,10,3,0,0,0,2
629,1,2.8,0,9,1,27,0.8,107,5,11,931,649,2208,6,2,19,0,1,1,1
1519,0,2.6,0,11,0,19,0.2,95,7,4,239,1206,860,10,18,8,1,1,1,1
1886,1,1.9,0,20,1,20,1.0,95,5,5,1761,1494,2959,13,3,17,1,1,1,3
1318,0,2.1,1,5,1,4,0.3,97,8,7,1209,652,2045,12,7,20,0,0,0,1
1192,1,2.7,1,19,1,10,0.8,87,2,6,47,1540,1869,12,13,10,0,0,1,1
1815,0,1.5,1,4,1,37,0.9,185,2,19,1409,1050,518,6,13,13,0,0,1,1
1894,0,1.3,1,8,0,32,0.3,159,5,4,1231,1344,2373,19,15,15,0,1,1,2
1293,0,0.5,0,15,1,50,0.9,198,8,11,1180,1871,916,8,14,8,0,0,0,1
528,1,2.6,1,13,1,18,0.4,199,8,12,1248,1982,1571,12,11,3,1,0,0,1
648,1,2.5,1,7,1,64,1.0,154,8,20,1167,1725,3541,15,15,18,0,1,1,2
1819,0,0.8,1,19,1,56,0.4,149,2,15,1442,1946,3175,5,18,12,0,0,1,3
510,0,1.9,1,18,1,24,1.0,80,8,12,1134,779,1077,12,4,19,0,0,0,0
1175,1,1.7,0,13,1,35,0.1,141,4,5,1853,921,2450,7,11,13,1,1,1,2
1636,1,0.8,1,6,0,42,0.7,155,1,7,874,1492,2328,12,4,4,0,1,0,2
686,0,3.0,1,4,1,42,0.6,200,7,18,1897,1988,1602,10,9,15,0,1,1,1
1306,1,1.0,1,17,0,6,0.5,117,8,20,1488,1303,2275,11,16,16,1,1,1,2
1243,1,0.7,0,1,0,16,0.3,171,5,14,131,854,3436,6,14,20,1,1,0,2
1750,1,2.0,0,10,1,48,0.7,124,1,11,624,877,2996,19,7,11,0,0,0,3
1833,1,2.3,1,7,0,4,0.3,137,4,12,1859,1647,2554,5,7,10,1,1,1,2
597,0,0.6,1,0,1,20,0.6,160,7,7,600,579,2785,10,7,11,0,1,0,1
554,1,2.1,1,11,0,29,0.3,80,2,3,672,1487,3018,16,9,5,0,1,1,2
1122,1,1.8,0,1,1,4,1.0,111,3,2,333,732,1071,7,12,20,1,0,1,1
1163,0,0.8,1,17,0,39,0.1,87,4,12,1943,653,937,8,15,11,0,0,0,1
1257,0,0.9,1,6,0,5,0.3,197,3,17,1098,1406,2478,17,8,18,1,1,1,2
905,1,1.9,1,16,1,25,0.3,119,1,4,1816,1932,3674,19,15,13,1,0,1,2
568,1,1.2,0,13,0,32,0.5,135,5,6,1435,1554,1449,13,9,2,1,0,0,0
1835,1,2.8,1,6,0,46,0.3,142,7,16,1542,870,257,7,2,12,1,0,1,1
1812,1,2.5,1,2,0,60,0.5,186,2,16,1648,822,3973,6,13,14,0,1,1,3
1250,0,3.0,0,5,0,46,0.9,189,7,5,35,831,894,6,12,2,0,0,1,1
1671,0,1.1,0,19,0,60,0.7,167,4,5,777,742,3885,6,3,2,0,0,1,3
1990,0,2.9,1,1,1,12,0.6,153,2,9,1648,929,3009,10,3,17,1,1,0,3
1767,1,1.6,0,16,0,38,0.2,190,3,8,1827,1705,2665,6,5,8,0,1,1,2
1457,1,1.4,1,11,0,2,0.7,182,3,18,222,1308,3623,15,18,11,1,0,1,3
864,1,0.6,0,11,1,10,0.2,182,6,16,1746,1996,2873,11,10,17,0,1,1,2
981,1,0.6,0,16,1,18,0.8,153,7,6,529,875,845,11,7,2,1,1,1,0
700,0,2.2,1,9,1,55,0.3,115,8,14,240,580,457,11,13,10,0,1,0,0
653,0,1.6,1,2,0,2,0.5,168,5,5,133,919,1260,18,7,7,0,1,0,0
1973,1,1.1,1,19,0,4,0.4,193,8,18,1755,966,1568,17,13,16,1,0,0,2
572,0,2.0,0,17,0,48,0.9,136,3,18,390,1951,2281,6,6,5,0,1,1,1
1212,1,1.1,1,12,0,27,0.2,153,5,15,101,1580,3389,11,17,16,1,1,1,2
795,1,1.9,1,11,1,54,0.6,162,6,15,1675,1845,3829,14,11,11,1,0,0,2
1540,0,1.4,1,16,1,32,0.2,189,4,18,680,1789,2059,12,13,17,0,1,0,2
1740,1,2.6,1,3,0,27,0.7,124,6,9,497,1750,381,12,14,14,0,0,1,1
560,1,2.6,1,9,0,24,0.9,158,5,3,510,1328,3295,18,17,20,0,1,0,2
1438,0,1.7,0,10,0,31,0.5,159,3,14,702,1303,2352,6,11,5,1,0,1,2
541,1,1.4,1,5,0,11,0.5,81,1,17,993,1577,3927,9,9,17,1,1,1,2
524,1,1.4,1,5,1,9,0.9,172,5,17,1560,1477,1101,18,11,12,1,1,1,0
1562,0,2.5,0,8,1,45,0.6,147,2,7,948,503,2052,10,7,16,1,0,1,2
630,1,1.3,1,14,0,26,0.5,196,8,5,1568,1962,434,13,5,12,1,0,1,0
1752,0,1.0,1,1,1,23,0.6,129,1,4,1366,1833,1860,10,18,12,1,0,1,2
607,1,0.7,1,3,0,16,0.7,108,7,7,840,1102,2158,14,0,4,1,0,1,1
671,0,1.7,1,4,0,60,0.2,174,5,5,5,1612,748,10,12,18,1,0,1,0
1958,0,1.7,1,16,1,42,0.8,160,2,19,957,819,3760,14,15,6,1,1,0,3
601,0,2.6,0,7,0,57,0.5,89,8,7,193,1898,2875,14,17,14,0,0,0,2
1365,1,1.1,0,7,1,58,0.2,106,7,6,741,1000,2605,19,11,11,1,1,0,2
1023,0,1.5,0,11,0,11,0.8,196,6,10,1160,1757,1219,10,4,6,1,0,0,1
774,0,2.5,1,20,1,21,0.4,184,1,12,1858,1860,3293,13,12,13,0,0,1,2
1567,0,2.6,0,7,0,42,0.2,94,5,7,911,1070,1448,14,7,9,0,1,0,1
1316,0,1.5,1,18,1,48,0.7,139,4,17,472,684,3280,11,5,13,1,1,0,2
1456,0,1.6,1,2,0,24,0.9,187,6,20,215,1961,2242,5,2,17,0,1,1,2
1540,1,1.3,1,17,0,54,0.9,110,2,12,1372,1055,524,5,3,3,0,1,0,1
829,1,2.8,0,20,1,54,1.0,100,4,16,875,1703,1643,18,11,4,1,0,0,1
511,1,0.8,0,18,0,2,0.9,139,3,10,1206,1599,879,8,12,19,1,1,0,0
1841,1,2.8,0,18,1,3,0.1,137,6,20,1191,1392,2403,19,1,18,0,0,0,2
715,1,2.2,1,14,1,59,0.4,120,8,20,1817,1795,2518,16,18,3,1,0,1,1
838,1,1.8,0,5,0,20,0.8,125,6,10,37,554,2928,6,3,13,0,0,0,2
1160,1,0.6,1,15,0,63,0.4,124,8,5,1698,1362,2400,7,12,18,1,1,0,2
1604,0,1.7,0,7,0,15,0.6,105,5,11,470,576,1074,16,18,7,1,1,0,1
873,1,1.5,0,15,0,9,0.6,181,5,10,451,795,2933,11,7,18,0,1,0,2
1475,0,0.9,1,17,1,39,0.4,130,2,20,1513,1742,803,18,7,3,0,1,1,1
1209,0,2.1,1,19,0,13,0.9,115,6,16,1165,1800,592,11,15,9,0,1,1,0
1723,1,2.9,0,15,0,27,0.6,131,5,20,1012,1245,614,18,10,15,0,1,0,1
965,0,1.9,0,10,0,28,0.5,160,3,3,1783,1789,3617,16,17,7,0,0,1,2
1612,0,2.3,0,6,1,30,1.0,130,8,11,102,1399,1675,7,3,10,1,1,1,1
1791,0,0.7,1,16,0,16,0.5,82,7,20,1734,542,2180,17,0,2,1,0,1,2
988,0,1.5,1,16,1,47,0.3,93,7,18,1735,1884,1071,6,0,6,0,0,1,0
546,1,0.8,0,11,0,54,0.6,128,7,3,41,1751,615,19,13,8,0,1,0,0
1811,1,2.0,0,12,1,62,0.8,156,5,20,946,726,3318,17,3,10,0,1,1,3
1277,1,2.8,1,9,0,2,0.8,184,6,18,1170,1586,602,17,10,15,1,1,0,0
1539,1,2.2,0,6,0,61,0.8,170,7,19,65,670,1403,5,17,10,1,1,0,1
1210,1,0.7,1,13,1,44,0.7,80,1,18,942,1462,807,13,15,5,0,0,0,0
900,1,1.4,1,0,0,29,0.3,136,4,3,192,1261,3980,14,16,16,1,1,0,3
1480,1,1.9,1,16,0,58,0.9,96,6,20,1321,1349,2841,7,1,5,1,1,0,2
1609,1,1.5,1,3,0,4,0.9,191,8,2,1061,806,2957,13,3,4,0,0,0,2
749,1,2.6,1,20,1,52,0.3,129,3,12,501,1067,2143,19,2,15,0,0,0,1
890,1,2.5,1,4,0,19,0.2,177,6,11,1676,1491,2186,19,14,10,1,1,0,1
834,0,2.0,0,19,1,53,1.0,93,3,6,1641,533,677,8,1,20,1,0,0,0
1128,1,1.4,1,6,1,61,0.9,197,6,17,1451,1326,591,19,18,7,1,1,0,0
636,0,1.1,1,9,1,35,0.9,198,7,6,663,629,1782,14,8,4,1,1,1,1
1382,0,0.8,0,16,0,33,0.9,138,4,13,351,1917,312,10,9,19,1,0,1,0
1187,0,1.4,1,6,1,30,0.6,160,4,5,1949,1674,1941,17,18,17,0,0,1,1
1326,0,1.5,0,0,1,26,0.7,82,3,7,325,1154,3320,11,4,4,1,1,0,2
1226,1,2.2,1,6,0,61,0.6,177,6,20,1061,1129,3215,14,13,3,0,1,0,2
2000,0,2.1,0,10,1,27,0.1,119,4,10,1120,1907,3020,18,9,3,0,1,0,3
1093,1,0.7,0,8,1,40,0.8,168,2,13,107,1540,3403,10,15,11,1,0,0,2
1746,1,1.5,1,11,0,9,0.6,145,6,16,630,1093,3793,5,5,16,0,0,0,3
1489,0,1.0,1,2,0,20,0.7,113,4,17,150,1537,2588,10,7,4,1,1,1,2
871,1,0.9,1,3,1,55,0.6,169,1,14,1097,580,977,15,1,9,0,1,1,0
1434,0,2.6,1,3,0,48,0.5,174,1,8,1080,1730,641,18,17,19,1,0,0,1
1494,0,0.6,0,12,0,43,0.3,88,2,5,877,703,1205,10,7,12,0,1,0,1
901,1,1.5,0,18,0,23,0.4,173,4,12,334,1902,3073,9,4,8,1,0,1,2
1966,1,0.9,0,9,1,30,0.2,163,1,9,1275,522,3586,7,16,20,1,1,1,3
1114,0,2.7,1,4,1,34,0.3,100,7,7,1942,1113,1756,14,15,8,0,0,1,1
1796,1,1.9,0,6,0,39,1.0,172,6,11,803,1685,1975,7,4,3,0,1,0,2
1682,1,1.1,1,15,1,46,0.2,104,5,8,1848,643,3143,15,16,7,0,1,0,3
1675,1,1.8,1,0,0,47,0.3,181,4,8,766,603,2314,14,3,6,1,1,0,2
1494,0,2.3,0,11,0,36,0.6,123,8,5,1277,1905,3275,17,0,15,0,0,0,3
1119,0,2.9,1,1,0,44,0.6,104,2,4,1408,1978,2975,11,5,19,0,1,1,2
687,1,1.1,0,6,0,4,0.2,88,4,8,1479,1940,515,12,0,5,1,1,1,0
1621,1,2.7,1,10,0,20,0.8,182,3,5,258,823,648,18,3,5,1,1,0,1
630,1,2.8,0,12,1,11,0.8,141,3,14,781,1694,855,7,1,14,0,1,1,0
1304,1,2.8,1,1,1,28,0.3,187,1,18,1488,1075,3696,7,12,2,0,1,0,3
1694,1,2.1,0,6,1,16,0.4,105,8,8,33,773,3511,11,13,6,1,1,1,3
1435,0,2.1,0,14,1,12,0.9,136,3,18,1518,951,1295,14,16,4,1,0,0,1
1485,1,1.5,1,10,0,48,0.8,116,2,5,325,1380,1011,16,10,20,1,0,1,1
682,0,2.4,1,1,0,27,0.7,95,8,12,836,624,3833,11,2,14,0,1,1,2
1482,1,1.8,0,6,1,60,0.2,116,1,4,1261,1906,3413,15,6,8,0,1,1,3
863,0,2.2,1,3,1,25,0.5,155,2,12,690,816,3014,13,9,11,1,0,0,2
538,1,1.6,1,10,0,14,0.6,103,6,4,1639,606,3337,18,10,4,1,0,1,2
996,0,2.3,1,1,0,33,0.3,105,2,13,1564,1406,732,10,9,3,1,1,0,0
1872,1,2.6,0,15,0,38,0.5,99,3,2,738,1986,1443,19,7,8,0,0,0,1
1481,0,0.9,0,6,1,5,0.6,88,6,5,1489,929,2327,17,4,10,0,1,1,2
1420,0,2.6,1,12,0,14,0.4,166,3,15,743,1203,1855,11,1,13,0,1,0,1
1920,0,1.9,1,4,0,10,0.8,182,2,2,1327,1860,2615,15,14,11,0,0,0,2
1221,0,2.6,0,16,1,58,0.9,108,3,15,1885,1471,3565,14,15,20,1,1,0,3
1684,0,1.6,1,20,1,50,0.4,110,8,14,846,861,2765,5,3,14,1,1,0,2
515,0,1.4,0,11,1,35,0.9,98,3,14,116,1295,3789,11,15,11,0,1,1,2
992,1,2.8,1,18,0,57,0.2,99,3,16,1230,931,1517,6,11,6,1,1,0,1
1949,0,1.1,1,6,0,38,0.9,166,4,18,1935,1174,2325,11,13,16,1,0,1,2
1631,1,2.6,1,5,1,49,0.2,186,6,13,1720,1358,2483,7,11,4,0,0,0,2
1393,1,1.7,0,7,0,8,0.2,106,8,15,1504,1929,2097,13,15,9,1,0,0,2
1973,1,1.8,0,12,0,2,0.7,173,6,13,649,1513,1838,17,15,7,0,1,0,2
810,1,1.3,0,4,0,61,0.5,164,7,19,402,1900,3094,9,11,20,0,0,0,2
1238,1,1.9,0,1,1,59,0.9,123,6,5,996,1675,2015,11,1,18,0,0,0,1
1693,0,1.3,1,8,1,13,0.4,114,7,15,1858,1845,985,12,13,11,1,0,0,1
1045,0,0.6,1,10,0,22,0.4,192,2,20,1699,1737,3826,17,10,2,0,1,0,3
913,0,1.2,0,5,0,12,0.6,150,7,14,1923,1075,1754,16,8,14,1,1,0,1
750,1,0.5,1,6,0,45,0.5,101,7,19,1610,1588,1004,6,6,11,1,1,0,0
1258,0,2.9,1,6,0,52,0.4,153,5,12,232,1392,971,15,11,13,0,1,1,1
1664,0,2.9,0,18,1,59,0.7,166,2,7,928,769,2642,5,16,3,0,1,1,2
1797,0,1.5,1,5,1,45,0.8,94,6,10,1307,1623,786,11,8,11,0,0,0,1
1939,0,2.3,1,10,0,45,0.9,173,1,13,479,1628,947,19,5,2,0,0,0,1
1562,0,1.4,0,10,0,15,1.0,177,3,20,1912,1654,2465,10,11,2,0,0,0,2
1313,1,2.2,1,6,1,35,0.3,92,3,15,1790,1912,3388,10,9,16,1,1,1,2
528,0,2.5,1,1,0,35,0.7,83,5,16,975,1844,1364,6,8,2,1,0,1,0
1457,1,2.9,1,18,1,26,0.5,161,1,12,8,937,1826,7,11,10,1,0,1,1
976,1,1.5,0,3,0,62,0.7,135,4,7,714,1542,745,8,0,8,0,1,0,0
817,1,2.5,0,5,1,5,0.5,102,7,15,1925,724,260,7,1,17,0,1,0,0
744,1,1.2,1,16,0,53,1.0,176,8,4,378,1489,331,6,18,17,1,1,1,0
1247,1,3.0,1,4,0,56,0.8,177,2,20,1840,959,1532,7,0,14,0,1,0,1
1196,0,0.6,1,6,1,27,1.0,113,4,12,1626,893,2310,18,15,11,1,0,0,2
771,0,2.0,0,8,1,17,0.9,179,1,18,380,1749,2984,10,15,19,1,1,1,2
1963,0,2.1,0,0,0,11,0.9,178,5,18,843,1411,3969,13,17,10,1,1,0,3
1762,1,2.2,0,0,0,46,0.8,96,1,4,1685,1883,728,8,17,13,0,1,1,1
876,0,0.8,1,18,1,3,0.5,107,5,15,359,1953,3465,10,12,14,0,0,1,2
765,0,2.8,1,5,1,36,0.3,93,4,8,175,514,1637,5,11,12,1,0,0,1
1425,1,1.0,1,17,0,20,0.4,113,4,20,484,1059,3115,16,8,16,0,0,1,2
1420,1,2.1,1,9,0,7,0.1,191,8,4,1428,1503,1093,10,4,11,0,0,0,1
1882,1,1.1,1,10,1,20,0.6,154,1,3,32,913,858,16,8,11,0,0,1,1
839,1,1.3,0,0,1,60,0.6,136,1,18,1488,1878,1442,7,12,10,1,1,0,1
888,0,1.9,1,0,1,54,0.6,156,7,10,695,1980,2621,13,15,4,1,1,0,2
1076,1,1.5,1,12,1,53,1.0,176,3,7,156,1498,1737,8,9,17,1,1,0,1
502,1,0.9,1,4,1,52,0.9,200,5,10,564,1719,3580,11,15,13,1,0,0,2
1952,0,0.9,0,19,0,9,0.2,134,3,6,1831,614,3528,8,13,18,1,1,1,3
1665,0,1.5,1,0,0,15,0.4,145,2,3,201,1940,3859,15,1,16,0,0,1,3
875,1,2.4,0,19,1,11,0.5,177,2,16,1809,1875,2020,10,18,4,1,0,0,1
823,0,2.7,0,2,0,4,0.4,196,1,10,1198,1475,1954,18,10,6,0,1,0,1
645,1,0.7,0,17,0,39,0.8,172,4,20,1267,1598,3492,11,18,14,1,1,0,2
792,1,1.5,0,8,1,30,0.6,116,2,11,1292,535,487,6,10,7,0,1,1,0
931,0,0.8,0,13,0,16,0.6,147,2,5,922,741,583,14,13,10,0,1,1,0
1204,0,0.5,1,16,0,24,0.9,155,8,11,1469,562,2541,10,14,20,1,0,0,2
1448,1,2.2,1,13,0,24,0.8,105,3,9,73,1165,1399,12,6,8,0,0,1,1
1084,1,2.0,0,3,1,19,0.2,140,8,14,95,1008,1205,19,14,14,0,0,0,1
898,1,0.9,0,4,1,47,0.7,171,3,8,1896,687,2142,17,7,6,0,1,1,1
1316,0,1.1,0,20,0,20,0.5,146,7,8,172,1234,3198,17,3,17,0,0,0,2
1867,1,0.6,1,16,0,29,0.4,163,8,5,1922,592,2922,19,17,5,0,1,0,3
1463,1,2.6,1,1,0,27,0.1,153,7,16,1429,504,2553,16,13,6,0,0,0,2
1663,1,2.9,0,4,0,11,0.5,131,2,13,154,1961,1615,10,17,20,1,1,1,1
686,1,0.8,1,3,0,48,0.4,97,1,17,1206,1689,1563,6,3,7,0,0,0,1
560,1,1.1,1,3,0,5,0.3,132,3,7,1346,1969,453,8,1,5,1,1,1,0
1438,0,2.7,0,5,1,56,0.7,142,2,10,288,524,671,5,5,2,0,1,1,1
1903,1,2.8,0,19,0,3,0.8,132,4,4,257,1007,3035,19,10,18,0,0,0,3
1209,1,1.5,1,20,0,4,0.3,196,3,9,1610,597,1674,11,0,10,0,1,0,1
1306,1,0.6,1,12,1,8,0.1,106,2,8,173,1791,1193,12,14,17,0,0,0,1
1963,1,0.6,1,4,0,56,0.9,110,7,5,329,1161,3478,14,11,3,0,1,1,3
1842,0,1.9,0,6,0,17,0.1,170,8,14,1254,1916,3592,6,17,12,0,0,1,3
1825,0,1.5,0,19,0,32,0.9,185,5,20,758,1808,1499,14,4,6,0,1,1,1
1867,0,0.6,0,0,0,11,0.7,80,3,8,1019,1183,1495,19,10,14,0,0,1,2
510,1,2.0,1,13,1,20,0.4,85,5,11,160,1632,1594,9,18,18,1,0,1,1
1585,1,0.5,1,3,0,29,0.3,90,3,13,185,526,1947,15,0,16,1,0,1,2
725,0,2.5,0,16,1,18,0.1,113,3,4,1926,554,471,12,16,13,1,0,1,0
1676,0,1.3,1,20,0,29,0.3,182,8,13,142,1656,3662,15,7,7,1,1,0,3
1063,0,0.6,0,13,0,20,0.2,163,7,20,1305,1575,3686,12,15,14,0,1,0,3
1271,1,2.0,1,15,1,38,0.7,142,6,16,906,1280,1905,19,10,19,0,0,0,1
1833,1,1.5,0,13,0,24,0.2,132,6,9,639,797,1440,9,18,16,0,0,1,1
1384,0,2.9,1,15,1,21,0.6,164,5,13,1701,1922,3118,12,10,16,1,1,0,2
1766,0,1.9,1,19,1,14,0.6,164,1,7,26,1541,865,18,14,9,1,0,1,1
1889,0,1.2,0,7,1,14,0.4,97,2,11,1269,1317,2814,10,7,20,1,0,1,3
1853,1,2.3,0,2,0,44,0.1,100,1,3,1510,1354,1173,19,13,15,0,0,1,1
1630,1,1.2,0,18,0,12,0.1,98,1,14,1670,1058,412,19,0,8,0,1,1,1
725,1,2.8,0,0,0,49,0.1,83,6,8,1920,1769,417,9,9,15,1,0,0,0
1324,0,1.4,0,1,0,16,0.8,156,2,9,201,1002,297,17,6,6,0,1,1,0
717,0,1.9,1,14,1,18,0.4,161,6,17,1044,1612,3507,18,17,16,0,1,0,2
1436,1,0.6,0,9,0,55,0.8,195,8,12,1614,702,2606,15,11,16,0,1,1,2
1252,0,1.6,0,17,0,51,0.5,108,8,5,669,1445,1609,8,1,5,1,0,0,1
1005,1,2.6,0,13,1,29,0.5,104,6,18,1117,739,1842,9,17,2,0,0,1,1
758,0,2.5,0,16,1,20,0.6,135,7,17,1031,989,3317,16,6,18,1,0,1,2
553,0,1.1,0,12,0,5,0.7,156,6,20,471,1536,3067,8,11,2,1,1,0,2
1570,0,1.1,1,0,1,23,0.3,142,4,12,1362,1148,1708,5,13,17,0,0,0,1
1226,0,2.5,0,4,1,23,0.2,106,1,8,258,1838,3677,7,9,14,0,0,0,3
1188,1,2.8,0,12,1,56,0.6,139,7,14,54,1184,375,12,8,19,0,1,1,0
1622,0,0.7,0,13,1,38,0.4,162,7,20,910,1721,1354,11,14,11,1,1,1,1
1543,1,1.6,1,2,1,40,0.5,128,1,18,1571,742,2293,16,9,19,1,1,1,2
918,1,1.3,1,14,0,35,0.7,144,7,14,1029,1006,2977,19,18,18,0,0,0,2
1189,1,2.7,0,18,0,34,0.5,117,1,13,1400,1566,2964,11,18,10,0,0,0,2
1349,0,0.7,0,16,0,45,0.7,162,4,8,553,1853,378,15,11,15,1,0,0,0
561,1,1.0,1,2,0,43,0.6,131,3,2,1073,1952,2956,7,11,14,1,1,1,2
1668,1,2.4,1,15,0,41,0.8,80,7,2,111,1112,3509,13,8,15,1,0,1,3
715,1,0.6,1,13,0,34,0.7,119,5,15,145,661,3224,19,3,12,1,1,0,2
502,0,1.7,0,11,0,13,0.6,160,5,16,229,1155,3317,10,0,14,1,0,1,2
659,0,1.6,0,11,1,3,0.7,100,4,12,1746,1458,1044,12,15,18,0,0,1,0
1280,1,1.3,1,10,0,60,0.9,165,1,10,496,1120,512,12,0,4,1,0,1,0
1643,0,1.5,0,16,0,29,0.5,94,5,18,1329,1958,2116,7,12,2,1,0,0,2
1392,1,1.8,1,7,0,11,0.5,129,4,5,1565,1756,3060,8,2,6,0,0,0,2
1612,1,0.9,1,16,1,23,0.8,182,6,20,460,610,2901,18,11,14,1,1,0,2
828,0,1.9,1,20,0,18,0.6,127,2,8,806,1433,3910,10,8,6,1,1,1,2
1079,1,2.5,0,19,0,27,0.2,182,5,2,1651,1755,1548,6,3,6,0,0,0,1
1880,0,2.4,1,10,1,4,0.9,111,8,10,1931,1249,3820,16,1,13,1,0,0,3
1790,0,0.9,1,1,0,8,0.1,128,2,14,225,1208,3507,16,8,3,0,1,1,3
1451,1,0.9,0,9,0,45,0.8,147,8,3,58,772,3094,15,12,17,1,0,1,2
1846,0,1.2,1,9,1,9,0.8,187,1,3,1099,1306,1428,16,13,18,1,1,1,1
1134,0,1.4,0,10,0,21,1.0,124,5,16,427,540,3845,11,2,6,0,0,1,3
1487,1,1.5,1,5,1,13,0.1,111,4,18,727,1059,1427,6,17,13,1,0,0,1
1718,1,2.2,0,3,0,36,0.6,83,3,14,1155,965,935,15,8,16,1,1,1,1
1420,0,0.6,1,11,0,18,0.5,196,5,8,931,1600,3336,9,14,7,0,1,1,3
1237,0,0.6,1,10,0,29,0.4,144,5,10,497,989,1457,16,9,14,1,0,1,1
1855,1,1.5,1,12,1,42,0.2,176,5,13,815,616,3099,8,16,12,1,1,1,3
669,0,2.2,1,4,1,11,0.6,150,5,4,909,933,3722,13,12,18,1,1,1,2
1020,0,1.0,1,5,1,23,0.5,152,8,16,1616,1542,3955,17,0,10,1,0,1,3
1986,0,2.1,0,0,0,39,0.2,144,4,8,1328,1493,863,17,10,17,1,0,0,1
539,0,1.1,0,5,0,58,0.7,159,4,2,66,695,586,19,4,18,0,0,0,0
1784,0,2.7,1,17,1,34,0.8,97,8,15,229,1118,2359,6,8,19,1,0,0,2
1918,0,2.7,1,8,1,23,0.8,133,3,20,982,1974,1486,11,6,14,1,1,0,2
1454,0,1.2,1,14,0,45,0.9,126,4,17,332,924,2408,17,6,12,0,0,1,2
1749,1,1.1,0,7,0,38,0.5,85,4,11,1928,1917,802,11,1,14,0,0,1,1
1483,1,1.5,0,18,0,14,1.0,145,1,2,276,1807,1048,11,18,14,0,1,1,1
1647,1,1.1,1,15,0,28,0.9,88,7,6,1896,533,2160,5,17,13,0,1,0,2
1474,1,2.2,0,5,1,16,0.4,147,1,4,1607,794,1634,12,9,15,1,0,1,1
537,1,2.6,1,5,0,23,0.2,188,7,18,720,1506,1938,6,4,14,1,0,1,1
827,0,2.2,1,2,0,31,0.5,102,2,19,1807,1774,744,19,15,10,1,1,1,0
1774,0,2.6,1,9,0,44,0.5,197,3,20,143,838,2078,19,4,15,1,0,1,2
1699,0,1.5,0,0,0,41,0.6,186,7,19,1274,1117,3920,9,14,2,1,1,0,3
1413,0,0.9,1,13,0,38,0.6,188,1,17,1819,1963,1782,6,15,10,1,1,1,1
953,1,2.3,1,3,0,35,0.8,122,3,3,690,679,3377,17,3,5,1,1,1,2
536,0,1.4,1,11,0,45,0.6,130,3,16,1103,1121,3414,9,13,13,0,0,1,2
1839,0,2.2,0,5,1,61,0.2,151,5,14,56,1751,2606,11,16,15,1,0,0,2
1472,1,1.2,0,10,1,35,0.9,182,6,14,1389,1118,3328,10,16,10,0,1,1,3
1295,0,0.7,0,11,1,59,0.4,104,6,17,307,1142,3708,17,15,4,0,0,1,3
1472,0,3.0,1,9,0,49,1.0,159,6,9,173,522,905,19,8,7,0,1,1,1
1092,1,0.9,0,17,1,54,0.2,114,3,12,1485,1850,903,16,1,4,1,0,1,0
1637,0,3.0,1,6,0,36,1.0,96,5,9,749,1677,1641,9,10,2,1,0,1,1
1563,0,2.9,0,6,0,43,0.2,97,2,11,1003,1118,636,8,14,4,0,1,1,1
1824,0,2.5,1,10,0,20,0.3,106,2,2,677,1669,3993,12,2,15,1,0,1,3
723,0,2.1,0,3,0,9,0.1,94,6,13,1619,751,2465,15,15,3,1,0,0,1
817,0,1.9,1,19,1,40,0.7,160,2,10,1516,801,2322,18,18,13,0,0,0,1
848,1,2.7,0,0,0,34,0.9,186,5,6,559,1593,3277,12,5,11,0,1,1,2
614,1,1.2,0,12,0,45,0.5,148,6,10,1662,1616,2119,5,13,14,1,0,1,1
1197,1,1.7,0,17,1,62,0.9,159,7,17,1704,662,2546,14,4,5,0,1,0,2
1846,1,2.0,1,8,1,29,0.6,94,7,19,1889,1604,384,6,4,20,0,0,0,1
1563,1,1.5,0,8,1,38,0.7,121,5,9,1397,1586,1455,7,5,2,0,0,0,1
539,1,1.6,0,8,0,49,0.9,189,8,12,348,1111,664,17,17,12,1,0,0,0
1812,0,1.3,0,9,1,26,0.4,113,2,20,1090,1959,1047,5,17,17,1,1,1,1
1785,1,1.9,0,1,0,37,0.4,127,6,5,329,1571,3246,15,18,20,0,1,1,3
715,1,2.6,1,5,0,18,0.9,162,7,11,1875,944,1363,7,1,20,0,1,1,0
1670,0,1.0,0,14,1,25,0.9,87,5,14,193,573,3703,14,16,13,1,0,1,3
835,0,2.8,1,2,1,22,1.0,190,4,15,1178,1325,477,16,0,4,1,0,1,0
1691,1,2.2,1,10,1,3,0.9,89,7,3,1183,1041,3652,12,8,19,1,0,0,3
591,0,2.6,1,5,0,32,0.2,84,4,5,1719,656,3778,8,12,18,1,1,0,2
852,1,1.9,1,2,0,45,0.8,195,5,8,265,1789,1695,17,3,6,1,0,0,1
1070,0,2.4,0,10,0,34,0.5,127,5,20,167,755,3984,17,4,17,1,0,0,3
1315,1,0.5,1,14,0,31,1.0,196,1,18,144,1562,2748,11,17,15,0,1,0,2
1280,0,2.5,1,12,0,13,0.5,105,7,17,185,1578,873,11,9,20,0,0,1,1
